player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
WaynRe00,Reggie Wayne,WR,2002,24,IND,NFL,WR,1,1,6,3,17,5.7,0,1,50.0,7,3.0,17.0,50.0,2.8,0,0,0,0,0.0,0.0,3,5.7,17,0,0,
WaynRe00,Reggie Wayne,WR,2003,25,IND,NFL,WR,3,3,19,15,172,11.5,2,10,73.7,20,5.0,57.3,78.9,9.1,0,0,0,0,0.0,0.0,15,11.5,172,2,0,
WaynRe00,Reggie Wayne,WR,2004,26,IND,NFL,WR,2,2,15,13,256,19.7,2,10,86.7,49,6.5,128.0,86.7,17.1,0,0,0,0,0.0,0.0,13,19.7,256,2,1,
WaynRe00,Reggie Wayne,WR,2005,27,IND,NFL,WR,1,1,14,7,97,13.9,0,4,28.6,24,7.0,97.0,50.0,6.9,0,0,0,0,0.0,0.0,7,13.9,97,0,0,
WaynRe00,Reggie Wayne,WR,2006,28,IND,NFL,WR,4,4,29,17,216,12.7,2,13,51.7,53,4.3,54.0,58.6,7.4,0,0,0,0,0.0,0.0,17,12.7,216,2,0,
WaynRe00,Reggie Wayne,WR,2007,29,IND,NFL,WR,1,1,12,7,76,10.9,1,7,58.3,21,7.0,76.0,58.3,6.3,0,0,0,0,0.0,0.0,7,10.9,76,1,0,
WaynRe00,Reggie Wayne,WR,2008,30,IND,NFL,WR,1,1,11,4,129,32.3,1,4,36.4,72,4.0,129.0,36.4,11.7,0,0,0,0,0.0,0.0,4,32.3,129,1,0,
WaynRe00,Reggie Wayne,WR,2009,31,IND,NFL,WR,3,3,27,16,164,10.3,1,10,55.6,25,5.3,54.7,59.3,6.1,0,0,0,0,0.0,0.0,16,10.3,164,1,1,
WaynRe00,Reggie Wayne,WR,2010,32,IND,NFL,WR,1,1,1,1,1,1.0,0,0,0.0,1,1.0,1.0,100.0,1.0,0,0,0,0,0.0,0.0,1,1.0,1,0,0,
WaynRe00,Reggie Wayne,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaynRe00,Reggie Wayne,WR,2012,34,IND,NFL,WR,1,1,18,9,114,12.7,0,7,44.4,20,9.0,114.0,50.0,6.3,0,0,0,0,0.0,0.0,9,12.7,114,0,0,
WaynRe00,Reggie Wayne,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WaynRe00,Reggie Wayne,WR,2014,36,IND,NFL,WR,3,3,5,1,12,12.0,0,1,20.0,12,0.3,4.0,20.0,2.4,0,0,0,0,0.0,0.0,1,12.0,12,0,0,
