player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_success,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
CarrDa00,David Carr,QB,2002,23,HOU,NFL,QB,16,16,59,282,3,16,44.1,20,4.8,17.6,3.7,0,0,0,0,0,,0.0,0.0,,,59,4.8,282,3,21,AP ORoY-3
CarrDa00,David Carr,QB,2003,24,HOU,NFL,QB,12,11,27,151,2,11,55.6,36,5.6,12.6,2.3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,27,5.6,151,2,4,
CarrDa00,David Carr,QB,2004,25,HOU,NFL,QB,16,16,73,299,0,25,46.6,24,4.1,18.7,4.6,0,0,0,0,0,,0.0,0.0,,,73,4.1,299,0,10,
CarrDa00,David Carr,QB,2005,26,HOU,NFL,QB,16,16,56,308,1,20,50.0,20,5.5,19.3,3.5,0,0,0,0,0,,0.0,0.0,,,56,5.5,308,1,17,
CarrDa00,David Carr,QB,2006,27,HOU,NFL,QB,16,16,53,195,2,16,45.3,16,3.7,12.2,3.3,0,0,0,0,0,,0.0,0.0,,,53,3.7,195,2,16,
CarrDa00,David Carr,QB,2007,28,CAR,NFL,QB,6,4,17,59,0,5,41.2,15,3.5,9.8,2.8,0,0,0,0,0,,0.0,0.0,,,17,3.5,59,0,1,
CarrDa00,David Carr,QB,2008,29,NYG,NFL,QB,3,0,8,10,0,0,12.5,7,1.3,3.3,2.7,0,0,0,0,0,,0.0,0.0,,,8,1.3,10,0,0,
CarrDa00,David Carr,QB,2009,30,NYG,NFL,QB,6,0,9,27,1,2,44.4,12,3.0,4.5,1.5,0,0,0,0,0,,0.0,0.0,,,9,3.0,27,1,1,
CarrDa00,David Carr,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CarrDa00,David Carr,QB,2012,33,NYG,NFL,QB,2,0,3,-3,0,0,0.0,-1,-1.0,-1.5,1.5,0,0,0,0,0,,0.0,0.0,,,3,-1.0,-3,0,1,
