player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
HuarDa00,Damon Huard,QB,1998,25,MIA,NFL,QB,2,0,,6,9,66.7,85,0,0.0,1,11.1,3,50.0,24,9.4,4.44,14.2,42.5,57.4,,1,9,10.00,7.60,3.10,0,0,0,
HuarDa00,Damon Huard,QB,1999,26,MIA,NFL,QB,16,5,4-1-0,125,216,57.9,1288,8,3.7,4,1.9,69,36.5,69,6.0,5.87,10.3,80.5,79.8,,28,185,11.48,4.52,4.44,1,1,5,
HuarDa00,Damon Huard,QB,2000,27,MIA,NFL,QB,16,1,1-0-0,39,63,61.9,318,1,1.6,3,4.8,15,41.8,29,5.0,3.22,8.2,19.9,60.2,,4,22,5.97,4.42,2.70,1,1,1,
HuarDa00,Damon Huard,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuarDa00,Damon Huard,QB,2002,29,NWE,NFL,QB,2,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,0,
HuarDa00,Damon Huard,QB,2003,30,NWE,NFL,QB,2,0,,0,1,0.0,0,0,0.0,0,0.0,0,,,0.0,0.00,,0.0,39.6,,0,0,0.00,0.00,0.00,0,0,0,
HuarDa00,Damon Huard,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HuarDa00,Damon Huard,QB,2006,33,KAN,NFL,QB,10,8,5-3-0,148,244,60.7,1878,11,4.5,1,0.4,104,43.8,78,7.7,8.41,12.7,187.8,98.0,54.7,16,106,6.15,6.82,7.49,2,3,8,
HuarDa00,Damon Huard,QB,2007,34,KAN,NFL,QB,11,10,4-6-0,206,332,62.0,2257,11,3.3,13,3.9,113,41.3,58,6.8,5.70,11.0,205.2,76.8,38.5,36,234,9.78,5.50,4.51,2,3,5,
HuarDa00,Damon Huard,QB,2008,35,KAN,NFL,QB,5,3,1-2-0,50,81,61.7,477,2,2.5,4,4.9,20,34.4,68,5.9,4.16,9.5,95.4,65.7,25.6,9,56,10.00,4.68,3.12,0,0,1,
