player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
TateGo00,Golden Tate,WR,2012,24,SEA,NFL,WR,15,15,1,1,100.0,23,1,100.0,0,0.0,1,100.0,23,23.0,43.00,23.0,1.5,158.3,100.0,0,0,0.00,23.00,43.00,0,0,
TateGo00,Golden Tate,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TateGo00,Golden Tate,WR,2020,32,NYG,NFL,WR,12,4,1,2,50.0,18,0,0.0,0,0.0,1,50.0,18,9.0,9.00,18.0,1.5,81.2,4.8,0,0,0.00,9.00,9.00,0,0,
