player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
TateGo00,Golden Tate,WR,2012,24,SEA,WR,81,15,15,717,76%,0,0%,8,2%
TateGo00,Golden Tate,WR,2013,25,SEA,WR,81,16,13,762,75%,0,0%,93,21%
TateGo00,Golden Tate,WR,2014*,26,DET,WR,15,16,16,925,85%,0,0%,4,1%
TateGo00,Golden Tate,WR,2015,27,DET,WR,15,16,16,926,86%,0,0%,50,11%
TateGo00,Golden Tate,WR,2016,28,DET,WR,15,16,16,866,84%,0,0%,0,0%
TateGo00,Golden Tate,WR,2017,29,DET,WR,15,16,12,789,76%,0,0%,9,2%
TateGo00,Golden Tate,WR,2018,30,2TM,WR,,15,7,606,,0,,14,
TateGo00,Golden Tate,WR,,,DET,WR,15,7,4,366,80%,0,0%,4,2%
TateGo00,Golden Tate,WR,,,,,,,,240,46%,0,0%,10,5%
TateGo00,Golden Tate,WR,2019,31,NYG,WR,15,11,10,624,86%,0,0%,32,10%
TateGo00,Golden Tate,WR,2020,32,NYG,WR,15,12,4,424,57%,0,0%,14,5%
