player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
BrowJa08,Jake Browning,QB,2023,27,CIN,NFL,QB,9,7,4-3-0,171,243,70.4,1936,12,4.9,7,2.9,93,48.3,80,8.0,7.66,11.3,215.1,98.4,60.8,24,169,8.99,6.62,6.34,2,2,7,
BrowJa08,Jake Browning,QB,2024,28,CIN,NFL,QB,3,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,0,0,,,,0,0,0,
BrowJa08,Jake Browning,QB,2025,29,CIN,NFL,QB,4,3,0-3-0,80,124,64.5,757,6,4.8,8,6.5,32,38.3,64,6.1,4.17,9.5,189.3,70.5,33.8,9,60,6.77,5.24,3.44,1,1,,
