player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
CollSh00,Shawn Collins,WR,1989,22,ATL,NFL,WR,16,16,109,58,862,14.9,3,42,45.0,47,3.6,53.9,53.2,7.9,0,0,0,0,0.0,0.0,58,14.9,862,3,0,7,
CollSh00,Shawn Collins,WR,1990,23,ATL,NFL,WR,16,6,66,34,503,14.8,2,22,42.4,61,2.1,31.4,51.5,7.6,0,0,0,0,0.0,0.0,34,14.8,503,2,1,4,
CollSh00,Shawn Collins,WR,1991,24,ATL,NFL,WR,4,1,8,3,37,12.3,0,1,25.0,21,0.8,9.3,37.5,4.6,0,0,0,0,0.0,0.0,3,12.3,37,0,0,0,
CollSh00,Shawn Collins,WR,1992,25,CLE,NFL,WR,9,2,16,3,31,10.3,0,2,18.8,11,0.3,3.4,18.8,1.9,0,0,0,0,0.0,0.0,3,10.3,31,0,0,0,
CollSh00,Shawn Collins,WR,1993,26,GNB,NFL,WR,4,0,0,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,0.0,0.0,0,,0,0,0,0,
