player_id,player_name,position,year,team,level,pos,voters
CoatBe00,Ben Coates,TE,1994,1st Tm,All-Conf.,,Pro Football Writers
CoatBe00,Ben Coates,TE,1994,1st Tm,All-Conf.,,UPI
CoatBe00,Ben Coates,TE,1994,1st Tm,,TE,Associated Press
CoatBe00,Ben Coates,TE,1994,1st Tm,,,Pro Football Writers
CoatBe00,Ben Coates,TE,1994,1st Tm,,,Sporting News
CoatBe00,Ben Coates,TE,1995,1st Tm,All-Conf.,,Pro Football Writers
CoatBe00,Ben Coates,TE,1995,1st Tm,All-Conf.,,UPI
CoatBe00,Ben Coates,TE,1995,1st Tm,,TE,Associated Press
CoatBe00,Ben Coates,TE,1995,1st Tm,,,Pro Football Writers
CoatBe00,Ben Coates,TE,1995,1st Tm,,,Sporting News
CoatBe00,Ben Coates,TE,1996,2nd Tm,All-Conf.,,UPI
CoatBe00,Ben Coates,TE,1998,2nd Tm,,TE,Associated Press
