player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
CunnRa00,Randall Cunningham,QB,1988,25,PHI,NFL,QB,1,1,0-1-0,27,54,50.0,407,0,0.0,3,5.6,21,41.4,65,7.5,5.04,15.1,407.0,52.0,4,29,6.90,6.52,4.19,0,0,
CunnRa00,Randall Cunningham,QB,1989,26,PHI,NFL,QB,1,1,0-1-0,24,40,60.0,238,0,0.0,1,2.5,8,40.5,30,6.0,4.83,9.9,238.0,66.5,2,27,4.76,5.02,3.95,0,0,
CunnRa00,Randall Cunningham,QB,1990,27,PHI,NFL,QB,1,1,0-1-0,15,29,51.7,205,0,0.0,1,3.4,8,44.1,66,7.1,5.52,13.7,205.0,60.3,5,35,14.71,5.00,3.68,0,0,
CunnRa00,Randall Cunningham,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CunnRa00,Randall Cunningham,QB,1992,29,PHI,NFL,QB,2,2,1-1-0,36,65,55.4,379,3,4.6,0,0.0,14,33.8,57,5.8,6.75,10.5,189.5,87.9,6,51,8.45,4.62,5.46,1,1,
CunnRa00,Randall Cunningham,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CunnRa00,Randall Cunningham,QB,1995,32,PHI,NFL,QB,2,0,,11,26,42.3,161,0,0.0,1,3.8,7,33.3,28,6.2,4.46,14.6,80.5,47.1,4,27,13.33,4.47,2.97,0,0,
CunnRa00,Randall Cunningham,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CunnRa00,Randall Cunningham,QB,1997,34,MIN,NFL,QB,2,2,1-1-0,33,76,43.4,534,4,5.3,2,2.6,20,36.7,66,7.0,6.89,16.2,267.0,74.1,3,26,3.80,6.43,6.30,1,1,
CunnRa00,Randall Cunningham,QB,1998,35,MIN,NFL,QB,2,2,1-1-0,46,75,61.3,502,5,6.7,1,1.3,32,50.6,39,6.7,7.43,10.9,251.0,97.7,4,20,5.06,6.10,6.80,0,0,
CunnRa00,Randall Cunningham,QB,1999,36,MIN,NFL,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,,,,,,0,0,
