player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
CunnRa00,Randall Cunningham,QB,1985,22,PHI,NFL,QB,6,4,0,0,0,0,,0,3,0,0,0,0.0,0,0,0,,0,
CunnRa00,Randall Cunningham,QB,1986,23,PHI,NFL,QB,15,5,0,0,0,0,,0,7,4,0,0,0.0,0,0,0,,0,
CunnRa00,Randall Cunningham,QB,1987,24,PHI,NFL,QB,12,12,0,0,0,0,,0,12,6,-7,0,0.0,0,0,0,,0,
CunnRa00,Randall Cunningham,QB,1988,25,PHI,NFL,QB,16,16,0,0,0,0,,0,12,6,0,0,0.0,0,0,0,,0,"PB,AP-2,AP MVP-2,AP OPoY-3"
CunnRa00,Randall Cunningham,QB,1989,26,PHI,NFL,QB,16,16,0,0,0,0,,0,17,4,-6,0,0.0,0,0,0,,0,PB
CunnRa00,Randall Cunningham,QB,1990,27,PHI,NFL,QB,16,16,0,0,0,0,,0,9,3,-4,0,0.0,0,0,0,,0,"PB,AP MVP-2,AP OPoY-2"
CunnRa00,Randall Cunningham,QB,,,,,,,,,,,,,,,,,,,,,,,,
CunnRa00,Randall Cunningham,QB,1992,29,PHI,NFL,QB,15,15,0,0,0,0,,0,13,3,0,0,0.0,0,0,0,,0,AP-2
CunnRa00,Randall Cunningham,QB,1993,30,PHI,NFL,QB,4,4,0,0,0,0,,0,3,0,0,0,0.0,0,0,0,,0,
CunnRa00,Randall Cunningham,QB,1994,31,PHI,NFL,QB,14,14,0,0,0,0,,0,10,2,-15,0,0.0,0,0,0,,0,
CunnRa00,Randall Cunningham,QB,1995,32,PHI,NFL,QB,7,4,0,0,0,0,,0,3,1,-5,0,0.0,0,0,0,,0,
CunnRa00,Randall Cunningham,QB,1996,,Did not play - Retired,,,,,,,,,,,,,,,,,,,,,
CunnRa00,Randall Cunningham,QB,1997,34,MIN,NFL,QB,6,3,0,0,0,0,,0,4,2,0,0,0.0,0,0,0,,0,
CunnRa00,Randall Cunningham,QB,1998,35,MIN,NFL,QB,15,14,0,0,0,0,,0,2,0,0,0,0.0,0,0,0,,0,"PB,AP-1,AP MVP-2,AP OPoY-2,AP CPoY-2"
CunnRa00,Randall Cunningham,QB,1999,36,MIN,NFL,QB,6,6,0,0,0,0,0,0,2,0,-1,0,0.0,0,0,0,0,0,
CunnRa00,Randall Cunningham,QB,2000,37,DAL,NFL,QB,6,3,0,0,0,0,0,0,4,3,-2,0,0.0,0,0,0,0,0,
CunnRa00,Randall Cunningham,QB,2001,38,BAL,NFL,QB,6,2,0,0,0,0,0,0,4,3,-9,0,0.0,,,,,0,
