player_id,player_name,position,year,team,level,pos,voters
CunnRa00,Randall Cunningham,QB,1988,1st Tm,All-Conf.,,Pro Football Weekly
CunnRa00,Randall Cunningham,QB,1988,1st Tm,All-Conf.,,UPI
CunnRa00,Randall Cunningham,QB,1988,2nd Tm,,QB,Associated Press
CunnRa00,Randall Cunningham,QB,1990,1st Tm,All-Conf.,,Pro Football Weekly
CunnRa00,Randall Cunningham,QB,1990,1st Tm,All-Conf.,,UPI
CunnRa00,Randall Cunningham,QB,1990,1st Tm,,,Pro Football Writers
CunnRa00,Randall Cunningham,QB,1990,1st Tm,,,Pro Football Weekly
CunnRa00,Randall Cunningham,QB,1992,2nd Tm,,QB,Associated Press
CunnRa00,Randall Cunningham,QB,1998,1st Tm,All-Conf.,,Pro Football Writers
CunnRa00,Randall Cunningham,QB,1998,1st Tm,,QB,Associated Press
CunnRa00,Randall Cunningham,QB,1998,1st Tm,,,Pro Football Writers
