player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
MillHe00,Heath Miller,TE,2005,23,PIT,NFL,TE,4,4,8,7,107,15.3,1,4,50.0,36,1.8,26.8,87.5,13.4,0,0,0,0,0.0,0.0,7,15.3,107,1,0,
MillHe00,Heath Miller,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MillHe00,Heath Miller,TE,2007,25,PIT,NFL,TE,1,1,8,8,85,10.6,1,5,100.0,16,8.0,85.0,100.0,10.6,0,0,0,0,0.0,0.0,8,10.6,85,1,0,
MillHe00,Heath Miller,TE,2008,26,PIT,NFL,TE,3,3,16,11,156,14.2,1,7,56.3,30,3.7,52.0,68.8,9.8,0,0,0,0,0.0,0.0,11,14.2,156,1,0,
MillHe00,Heath Miller,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MillHe00,Heath Miller,TE,2010,28,PIT,NFL,TE,3,3,15,9,89,9.9,1,5,46.7,24,3.0,29.7,60.0,5.9,0,0,0,0,0.0,0.0,9,9.9,89,1,0,
MillHe00,Heath Miller,TE,2011,29,PIT,NFL,TE,1,1,7,5,60,12.0,0,2,57.1,33,5.0,60.0,71.4,8.6,0,0,0,0,0.0,0.0,5,12.0,60,0,0,
MillHe00,Heath Miller,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MillHe00,Heath Miller,TE,2014,32,PIT,NFL,TE,1,1,9,6,76,12.7,0,2,33.3,30,6.0,76.0,66.7,8.4,0,0,0,0,0.0,0.0,6,12.7,76,0,1,
MillHe00,Heath Miller,TE,2015,33,PIT,NFL,TE,2,2,6,3,14,4.7,0,0,0.0,5,1.5,7.0,50.0,2.3,0,0,0,0,0.0,0.0,3,4.7,14,0,0,
