player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_yds_per_att_idx,pass_net_yds_per_att_idx,pass_adj_yds_per_att_idx,pass_adj_net_yds_per_att_idx,pass_cmp_pct_idx,pass_td_pct_idx,pass_int_pct_idx,pass_sacked_pct_idx,pass_rating_idx,awards
SchrJa00,Jay Schroeder,QB,1985,24,WAS,NFL,QB,9,5,98,103,105,107,93,80,123,109,99,
SchrJa00,Jay Schroeder,QB,1986,25,WAS,NFL,QB,16,16,113,120,108,112,84,99,100,117,98,PB
SchrJa00,Jay Schroeder,QB,1987,26,WAS,NFL,QB,11,10,102,104,103,104,78,104,103,108,96,
SchrJa00,Jay Schroeder,QB,1988,27,RAI,NFL,QB,9,8,104,101,98,96,65,110,84,101,87,
SchrJa00,Jay Schroeder,QB,1989,28,RAI,NFL,QB,11,9,121,112,96,93,70,101,61,85,80,
SchrJa00,Jay Schroeder,QB,1990,29,RAI,NFL,QB,16,16,134,125,133,127,93,120,113,94,120,
SchrJa00,Jay Schroeder,QB,1991,30,RAI,NFL,QB,15,15,105,101,99,97,85,104,87,95,93,
SchrJa00,Jay Schroeder,QB,1992,31,RAI,NFL,QB,13,9,81,79,84,82,71,108,88,88,83,
SchrJa00,Jay Schroeder,QB,1993,32,CIN,NFL,QB,9,3,70,72,90,90,74,92,132,95,91,
SchrJa00,Jay Schroeder,QB,1994,33,ARI,NFL,QB,9,8,92,96,89,93,93,73,103,112,87,
