player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
DaviVe00,Vernon Davis,TE,2012,28,SFO,TE,85,16,16,918,91%,0,0%,1,0%
DaviVe00,Vernon Davis,TE,2013*,29,SFO,TE,85,15,15,811,87%,0,0%,0,0%
DaviVe00,Vernon Davis,TE,2014,30,SFO,TE,85,14,14,831,90%,0,0%,0,0%
DaviVe00,Vernon Davis,TE,2015,31,2TM,TE,,15,9,618,,0,,0,
DaviVe00,Vernon Davis,TE,,,SFO,TE,85,6,5,327,86%,0,0%,0,0%
DaviVe00,Vernon Davis,TE,,,,,,,,291,46%,0,0%,0,0%
DaviVe00,Vernon Davis,TE,2016,32,WAS,TE,85,16,14,672,63%,0,0%,8,2%
DaviVe00,Vernon Davis,TE,2017,33,WAS,TE,85,16,16,799,79%,0,0%,3,1%
DaviVe00,Vernon Davis,TE,2018,34,WAS,TE,85,14,8,447,49%,0,0%,0,0%
DaviVe00,Vernon Davis,TE,2019,35,WAS,TE,85,4,1,186,75%,0,0%,0,0%
