player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
DougHa00,Harry Douglas,WR,2008,24,ATL,NFL,WR,1,1,3,31,0,21,10.3,0,0,0,0,31,
DougHa00,Harry Douglas,WR,,,,,,,,,,,,,,,,,,
DougHa00,Harry Douglas,WR,2012,28,ATL,NFL,WR,2,1,3,6,0,6,2.0,0,0,0,0,66,
