player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_td,rec_td,punt_ret_td,kick_ret_td,fumbles_rec_td,def_int_td,other_td,total_td,xpm,xpa,fgm,fga,safety_md,scoring,points_per_g,awards
FoutDa00,Dan Fouts,QB,1974,23,SDG,NFL,QB,11,11,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.5,
FoutDa00,Dan Fouts,QB,1975,24,SDG,NFL,QB,10,9,2,0,0,0,0,0,0,2,0,0,0,0,0,12,1.2,
FoutDa00,Dan Fouts,QB,,,,,,,,,,,,,,,,,,,,,,,
FoutDa00,Dan Fouts,QB,1978,27,SDG,NFL,QB,15,14,2,0,0,0,0,0,0,2,0,0,0,0,0,12,0.8,
FoutDa00,Dan Fouts,QB,1979,28,SDG,NFL,QB,16,16,2,0,0,0,0,0,0,2,0,0,0,0,0,12,0.8,"PB,AP-1,AP MVP-2,AP OPoY-2"
FoutDa00,Dan Fouts,QB,1980,29,SDG,NFL,QB,16,16,2,0,0,0,0,0,0,2,0,0,0,0,0,12,0.8,"PB,AP-2,AP MVP-5,AP OPoY-3"
FoutDa00,Dan Fouts,QB,,,,,,,,,,,,,,,,,,,,,,,
FoutDa00,Dan Fouts,QB,1982,31,SDG,NFL,QB,9,9,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.7,"PB,AP-1,AP MVP-2,AP OPoY-1"
FoutDa00,Dan Fouts,QB,1983,32,SDG,NFL,QB,10,10,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0.6,PB
FoutDa00,Dan Fouts,QB,,,,,,,,,,,,,,,,,,,,,,,
FoutDa00,Dan Fouts,QB,1987,36,SDG,NFL,QB,11,10,2,0,0,0,0,0,0,2,0,0,0,0,0,12,1.1,
