player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,av,awards
HogeGa00,Gary Hogeboom,QB,1980,22,DAL,NFL,QB,2,0,,0,0,,0,0,,0,,0,,,,,,0.0,,0,0,,,,0,0,0,
HogeGa00,Gary Hogeboom,QB,1981,23,DAL,NFL,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,0,0,,,,0,0,0,
HogeGa00,Gary Hogeboom,QB,1982,24,DAL,NFL,QB,4,0,,3,8,37.5,45,0,0.0,1,12.5,2,37.5,26,5.6,0.00,15.0,11.3,17.2,0,0,0.00,5.63,0.00,0,0,0,
HogeGa00,Gary Hogeboom,QB,1983,25,DAL,NFL,QB,6,0,,11,17,64.7,161,1,5.9,1,5.9,10,58.8,24,9.5,8.00,14.6,26.8,90.6,0,0,0.00,9.47,8.00,0,0,0,
HogeGa00,Gary Hogeboom,QB,1984,26,DAL,NFL,QB,16,10,6-4-0,195,367,53.1,2366,7,1.9,14,3.8,120,39.2,68,6.4,5.11,12.1,147.9,63.7,26,211,6.62,5.48,4.24,1,2,5,
HogeGa00,Gary Hogeboom,QB,1985,27,DAL,NFL,QB,16,2,0-2-0,70,126,55.6,978,5,4.0,7,5.6,49,43.6,58,7.8,6.06,14.0,61.1,70.8,14,118,10.00,6.14,4.61,0,0,3,
HogeGa00,Gary Hogeboom,QB,1986,28,IND,NFL,QB,5,5,3-2-0,85,144,59.0,1154,6,4.2,6,4.2,55,40.7,60,8.0,6.97,13.6,230.8,81.2,18,144,11.11,6.23,5.31,1,2,2,
HogeGa00,Gary Hogeboom,QB,1987,29,IND,NFL,QB,6,6,4-2-0,99,168,58.9,1145,9,5.4,5,3.0,55,43.2,72,6.8,6.55,11.6,190.8,85.0,8,63,4.55,6.15,5.89,0,0,4,
HogeGa00,Gary Hogeboom,QB,1988,30,IND,NFL,QB,9,1,0-1-0,76,131,58.0,996,7,5.3,7,5.3,44,44.1,58,7.6,6.27,13.1,110.7,77.7,12,88,8.39,6.35,5.13,1,1,4,
HogeGa00,Gary Hogeboom,QB,1989,31,PHO,NFL,QB,14,13,5-8-0,204,364,56.0,2591,14,3.8,19,5.2,115,39.9,59,7.1,5.54,12.7,185.1,69.5,40,266,9.90,5.75,4.33,1,1,6,
