player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
ToomAm00,Amani Toomer,WR,1997,23,NYG,NFL,WR,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,,,,0.0,0.0,0,,0,0,1,
ToomAm00,Amani Toomer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToomAm00,Amani Toomer,WR,2000,26,NYG,NFL,WR,3,3,16,10,135,13.5,1,8,56.3,24,3.3,45.0,62.5,8.4,1,6,0,1,100.0,6,6.0,2.0,0.3,11,12.8,141,1,1,
ToomAm00,Amani Toomer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToomAm00,Amani Toomer,WR,2002,28,NYG,NFL,WR,1,1,11,8,136,17.0,3,6,63.6,46,8.0,136.0,72.7,12.4,0,0,0,0,,,,0.0,0.0,8,17.0,136,3,1,
ToomAm00,Amani Toomer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToomAm00,Amani Toomer,WR,2005,31,NYG,NFL,WR,1,1,4,3,31,10.3,0,2,50.0,13,3.0,31.0,75.0,7.8,0,0,0,0,,,,0.0,0.0,3,10.3,31,0,0,
ToomAm00,Amani Toomer,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ToomAm00,Amani Toomer,WR,2007,33,NYG,NFL,WR,4,4,26,21,280,13.3,3,15,73.1,52,5.3,70.0,80.8,10.8,0,0,0,0,,,,0.0,0.0,21,13.3,280,3,0,
ToomAm00,Amani Toomer,WR,2008,34,NYG,NFL,WR,1,0,4,2,26,13.0,0,1,50.0,20,2.0,26.0,50.0,6.5,0,0,0,0,,,,0.0,0.0,2,13.0,26,0,0,
