player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
WhitDa01,Danny White,QB,1976,24,DAL,NFL,P,1,0,,0,0,,0,0,,0,,,,,,,,0.0,,0,0,,,,0,0,
WhitDa01,Danny White,QB,1977,25,DAL,NFL,P,3,0,,1,3,33.3,5,0,0.0,0,0.0,,,5,1.7,1.67,5.0,1.7,42.4,0,0,0.00,1.67,1.67,0,0,
WhitDa01,Danny White,QB,1978,26,DAL,NFL,P,3,0,,10,20,50.0,127,1,5.0,1,5.0,8,47.6,24,6.4,5.10,12.7,42.3,66.0,1,11,4.76,5.52,4.33,0,1,
WhitDa01,Danny White,QB,1979,27,DAL,NFL,P,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,0,0,,,,0,0,
WhitDa01,Danny White,QB,1980,28,DAL,NFL,QB,3,3,2-1-0,49,95,51.6,639,6,6.3,5,5.3,31,42.3,37,6.7,5.62,13.0,213.0,72.2,2,23,2.06,6.35,5.27,1,1,
WhitDa01,Danny White,QB,1981,29,DAL,NFL,QB,2,2,1-1-0,31,50,62.0,316,3,6.0,1,2.0,19,47.3,31,6.3,6.62,10.2,158.0,91.7,5,48,9.09,4.87,5.15,0,0,
WhitDa01,Danny White,QB,1982,30,DAL,NFL,QB,3,3,2-1-0,59,96,61.5,650,3,3.1,3,3.1,38,49.5,35,6.8,5.99,11.0,216.7,78.9,7,55,6.80,5.78,5.05,0,0,
WhitDa01,Danny White,QB,1983,31,DAL,NFL,QB,1,1,0-1-0,32,53,60.4,330,2,3.8,3,5.7,20,50.0,30,6.2,4.43,10.3,330.0,67.3,3,30,5.36,5.36,3.66,0,0,
WhitDa01,Danny White,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WhitDa01,Danny White,QB,1985,33,DAL,NFL,QB,1,1,0-1-0,24,43,55.8,217,0,0.0,3,7.0,12,41.7,22,5.0,1.91,9.0,217.0,40.6,5,35,10.42,3.79,0.98,0,0,
