player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
BrowTr00,Troy Brown,WR,1994,23,NWE,NFL,WR,1,0,0,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,,,,0.0,0.0,0,,0,0,0,
BrowTr00,Troy Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowTr00,Troy Brown,WR,1996,25,NWE,NFL,WR,2,0,1,0,0,,0,0,0.0,,0.0,0.0,0.0,0.0,0,0,0,0,,,,0.0,0.0,0,,0,0,0,
BrowTr00,Troy Brown,WR,1997,26,NWE,NFL,WR,2,0,7,3,38,12.7,1,1,42.9,24,1.5,19.0,42.9,5.4,0,0,0,0,,,,0.0,0.0,3,12.7,38,1,1,
BrowTr00,Troy Brown,WR,1998,27,NWE,NFL,WR,1,0,6,4,46,11.5,0,2,50.0,21,4.0,46.0,66.7,7.7,0,0,0,0,,,,0.0,0.0,4,11.5,46,0,0,
BrowTr00,Troy Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowTr00,Troy Brown,WR,2001,30,NWE,NFL,WR,3,3,24,18,253,14.1,0,10,54.2,29,6.0,84.3,75.0,10.5,1,-9,0,0,0.0,-9,-9.0,-3.0,0.3,19,12.8,244,0,2,
BrowTr00,Troy Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrowTr00,Troy Brown,WR,2003,32,NWE,NFL,WR,3,2,24,17,175,10.3,0,11,62.5,18,5.7,58.3,70.8,7.3,1,-10,0,0,0.0,-10,-10.0,-3.3,0.3,18,9.2,165,0,1,
BrowTr00,Troy Brown,WR,2004,33,NWE,NFL,WR/DB,3,1,6,5,41,8.2,0,3,50.0,12,1.7,13.7,83.3,6.8,0,0,0,0,,,,0.0,0.0,5,8.2,41,0,0,
BrowTr00,Troy Brown,WR,2005,34,NWE,NFL,WR/DB,2,1,5,2,44,22.0,1,2,40.0,33,1.0,22.0,40.0,8.8,0,0,0,0,,,,0.0,0.0,2,22.0,44,1,1,
BrowTr00,Troy Brown,WR,2006,35,NWE,NFL,WR,3,1,17,9,97,10.8,0,4,35.3,27,3.0,32.3,52.9,5.7,0,0,0,0,,,,0.0,0.0,9,10.8,97,0,0,
