player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,qb_hits,safety_md,awards
KennEd00,Eddie Kennison,WR,1996,23,STL,NFL,WR,15,14,0,0,0,0,,0,5,0,0,0,0.0,0,0,0,,,0,AP ORoY-4
KennEd00,Eddie Kennison,WR,1997,24,STL,NFL,WR,14,9,0,0,0,0,,0,2,0,0,0,0.0,0,0,0,,,0,
KennEd00,Eddie Kennison,WR,1998,25,STL,NFL,WR,16,13,0,0,0,0,,0,4,1,0,0,0.0,0,0,0,,,0,
KennEd00,Eddie Kennison,WR,1999,26,NOR,NFL,WR,16,16,0,0,0,0,0,0,6,4,0,0,0.0,0,0,0,0,,0,
KennEd00,Eddie Kennison,WR,2000,27,CHI,NFL,WR,16,10,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,,0,
KennEd00,Eddie Kennison,WR,2001,28,2TM,NFL,WR,13,7,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,,0,
KennEd00,Eddie Kennison,WR,2001,28,KAN,NFL,WR,5,1,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,,0,
KennEd00,Eddie Kennison,WR,,,,,,,,,,,,,,,,,,,,,,,,,
KennEd00,Eddie Kennison,WR,2003,30,KAN,NFL,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,
KennEd00,Eddie Kennison,WR,2004,31,KAN,NFL,WR,14,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,
KennEd00,Eddie Kennison,WR,2005,32,KAN,NFL,WR,16,16,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,,0,
KennEd00,Eddie Kennison,WR,,,,,,,,,,,,,,,,,,,,,,,,,
KennEd00,Eddie Kennison,WR,2007,34,KAN,NFL,WR,8,8,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,
