player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
KennEd00,Eddie Kennison,WR,1996,23,STL,NFL,WR,15,14,29,423,2,78,14.6,23,454,0,44,19.7,1801,AP ORoY-4
KennEd00,Eddie Kennison,WR,1997,24,STL,NFL,WR,14,9,34,247,0,43,7.3,1,14,0,14,14.0,678,
KennEd00,Eddie Kennison,WR,1998,25,STL,NFL,WR,16,13,40,415,1,71,10.4,0,0,0,0,,658,
KennEd00,Eddie Kennison,WR,1999,26,NOR,NFL,WR,16,16,35,258,0,18,7.4,0,0,0,0,,1113,
KennEd00,Eddie Kennison,WR,,,,,,,,,,,,,,,,,,,
KennEd00,Eddie Kennison,WR,2003,30,KAN,NFL,WR,16,16,3,70,0,46,23.3,0,0,0,0,,932,
KennEd00,Eddie Kennison,WR,2004,31,KAN,NFL,WR,14,14,0,0,0,0,,1,36,0,36,36.0,1137,
KennEd00,Eddie Kennison,WR,2005,32,KAN,NFL,WR,16,16,1,17,0,17,17.0,0,0,0,0,,1162,
KennEd00,Eddie Kennison,WR,2006,33,KAN,NFL,WR,16,16,3,18,0,11,6.0,0,0,0,0,,894,
KennEd00,Eddie Kennison,WR,2007,34,KAN,NFL,WR,8,8,8,80,0,21,10.0,0,0,0,0,,186,
