player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_success,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
MaddTo00,Tommy Maddox,QB,1992,21,DEN,NFL,QB,13,4,9,20,0,1,11.1,11,2.2,1.5,0.7,0,0,0,0,0,,0.0,0.0,,,9,2.2,20,0,4,
MaddTo00,Tommy Maddox,QB,1993,22,DEN,NFL,QB,16,0,2,-2,0,0,0.0,-1,-1.0,-0.1,0.1,0,0,0,0,0,,0.0,0.0,,,2,-1.0,-2,0,0,
MaddTo00,Tommy Maddox,QB,1994,23,RAM,NFL,QB,5,0,1,1,0,1,100.0,1,1.0,0.2,0.2,0,0,0,0,0,,0.0,0.0,,,1,1.0,1,0,0,
MaddTo00,Tommy Maddox,QB,1995,24,NYG,NFL,QB,16,0,1,4,0,0,0.0,4,4.0,0.3,0.1,0,0,0,0,0,,0.0,0.0,,,1,4.0,4,0,1,
MaddTo00,Tommy Maddox,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MaddTo00,Tommy Maddox,QB,2001,30,PIT,NFL,QB,3,0,6,9,1,1,16.7,8,1.5,3.0,2.0,0,0,0,0,0,,0.0,0.0,,,6,1.5,9,1,1,
MaddTo00,Tommy Maddox,QB,2002,31,PIT,NFL,QB,15,11,19,43,0,4,21.1,21,2.3,2.9,1.3,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,19,2.3,43,0,8,AP CPoY-1
MaddTo00,Tommy Maddox,QB,2003,32,PIT,NFL,QB,16,16,13,12,0,0,7.7,6,0.9,0.8,0.8,0,0,0,0,0,,0.0,0.0,,,13,0.9,12,0,5,
MaddTo00,Tommy Maddox,QB,2004,33,PIT,NFL,QB,4,3,9,15,0,2,22.2,10,1.7,3.8,2.3,0,0,0,0,0,,0.0,0.0,,,9,1.7,15,0,3,
MaddTo00,Tommy Maddox,QB,2005,34,PIT,NFL,QB,4,2,8,26,0,2,25.0,16,3.3,6.5,2.0,0,0,0,0,0,,0.0,0.0,,,8,3.3,26,0,2,
