player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,awards
MayfBa00,Baker Mayfield,QB,2020,25,CLE,NFL,QB,2,2,8,14,4,8,1.0,6,0.8,0,1,1,-8,0,-9,-9.0,1,1.0,-9.0,0,0,0.0,0,79.2,
MayfBa00,Baker Mayfield,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MayfBa00,Baker Mayfield,QB,2023,28,TAM,NFL,QB,2,2,4,31,2,30,7.5,1,0.3,0,0,0,0,0,0,,0,,,0,0,,,,
MayfBa00,Baker Mayfield,QB,2024,29,TAM,NFL,QB,1,1,7,23,1,8,1.1,15,2.1,0,0,0,0,0,0,,0,,,0,0,,,,
