player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
MayfBa00,Baker Mayfield,QB,2018,23,CLE,QB,6,14,13,906,96%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,2019,24,CLE,QB,6,16,16,1034,99%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,2020,25,CLE,QB,6,16,16,1046,98%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,2021,26,CLE,QB,6,14,14,877,96%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,2022,27,2TM,QB,,12,10,649,,0,,0,
MayfBa00,Baker Mayfield,QB,,,CAR,QB,6,7,6,372,93%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,,,,,,,,277,98%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,2023*,28,TAM,QB,6,17,17,1100,100%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,2024*,29,TAM,QB,6,17,17,1123,98%,0,0%,0,0%
MayfBa00,Baker Mayfield,QB,2025,30,TAM,QB,6,8,8,520,99%,0,0%,0,0%
