player_id,player_name,position,year,team,level,pos,voters
JohnCh01,Chad Johnson,WR,2003,1st Tm,All-Conf.,,Pro Football Writers
JohnCh01,Chad Johnson,WR,2003,2nd Tm,,WR,Associated Press
JohnCh01,Chad Johnson,WR,2004,1st Tm,All-Conf.,,Pro Football Writers
JohnCh01,Chad Johnson,WR,2005,1st Tm,All-Conf.,,Pro Football Writers
JohnCh01,Chad Johnson,WR,2005,1st Tm,,WR,Associated Press
JohnCh01,Chad Johnson,WR,2005,1st Tm,,,Pro Football Writers
JohnCh01,Chad Johnson,WR,2005,1st Tm,,,Sporting News
JohnCh01,Chad Johnson,WR,2006,1st Tm,All-Conf.,WR,Pro Football Writers
JohnCh01,Chad Johnson,WR,2006,1st Tm,,WR,Associated Press
JohnCh01,Chad Johnson,WR,2006,1st Tm,,,Pro Football Writers
JohnCh01,Chad Johnson,WR,2006,1st Tm,,,Sporting News
