player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
AndeGa00,Gary Anderson,RB,1985,24,SDG,NFL,RB,12,6,0,0,0,0,,13,302,1,98,23.2,1153,
AndeGa00,Gary Anderson,RB,1986,25,SDG,NFL,RB,16,12,25,227,0,30,9.1,24,482,0,35,20.1,2022,PB
AndeGa00,Gary Anderson,RB,1987,26,SDG,NFL,RB,12,7,0,0,0,0,,22,433,0,31,19.7,1196,
AndeGa00,Gary Anderson,RB,,,,,,,,,,,,,,,,,,,
AndeGa00,Gary Anderson,RB,1990,29,TAM,NFL,RB,16,13,0,0,0,0,,6,123,0,37,20.5,1233,
AndeGa00,Gary Anderson,RB,1991,30,TAM,NFL,RB,16,5,0,0,0,0,,34,643,0,39,18.9,1090,
AndeGa00,Gary Anderson,RB,1992,31,TAM,NFL,RB,15,4,6,45,0,13,7.5,29,564,0,39,19.4,1087,
AndeGa00,Gary Anderson,RB,1993,32,2TM,NFL,RB,10,1,17,113,0,15,6.6,15,232,0,24,15.5,490,
AndeGa00,Gary Anderson,RB,1993,32,TAM,NFL,RB,6,1,17,113,0,15,6.6,12,181,0,24,15.1,439,
AndeGa00,Gary Anderson,RB,1993,32,DET,NFL,RB,4,0,0,0,0,0,,3,51,0,24,17.0,51,
