player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,all_purpose_yds,awards
BoydTy00,Tyler Boyd,WR,2019,25,CIN,NFL,WR,16,15,1,-1,0,-1,-1.0,0,0,0,0,1068,
BoydTy00,Tyler Boyd,WR,,,,,,,,,,,,,,,,,,
BoydTy00,Tyler Boyd,WR,2021,27,CIN,NFL,WR,16,10,1,1,0,1,1.0,0,0,0,0,851,
