player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
WoodDa02,Danny Woodhead,RB,2009,24,NYJ,NFL,RB,10,0,15,64,0,2,40.0,16,4.3,6.4,1.5,14,8,87,10.9,0,4,35.7,24,0.8,8.7,57.1,6.2,23,6.6,151,0,0,1,
WoodDa02,Danny Woodhead,RB,2010,25,2TM,NFL,RB,15,3,97,547,5,24,53.6,36,5.6,36.5,6.5,44,34,379,11.1,1,15,47.7,50,2.3,25.3,77.3,8.6,131,7.1,926,6,1,10,
WoodDa02,Danny Woodhead,RB,2010,25,NYJ,NFL,RB,1,0,0,0,0,0,,,,0.0,0.0,0,0,0,,0,0,,,0.0,0.0,,,0,,0,0,0,0,
WoodDa02,Danny Woodhead,RB,2010,25,NWE,NFL,RB,14,3,97,547,5,24,53.6,36,5.6,39.1,6.9,44,34,379,11.1,1,15,47.7,50,2.4,27.1,77.3,8.6,131,7.1,926,6,1,10,
WoodDa02,Danny Woodhead,RB,2011,26,NWE,NFL,RB,15,4,77,351,1,18,53.2,12,4.6,23.4,5.1,31,18,157,8.7,0,8,45.2,16,1.2,10.5,58.1,5.1,95,5.3,508,1,0,5,
WoodDa02,Danny Woodhead,RB,2012,27,NWE,NFL,RB,16,2,76,301,4,20,52.6,19,4.0,18.8,4.8,55,40,446,11.2,3,23,54.5,25,2.5,27.9,72.7,8.1,116,6.4,747,7,1,7,
WoodDa02,Danny Woodhead,RB,2013,28,SDG,NFL,RB,16,2,106,429,2,27,60.4,14,4.0,26.8,6.6,88,76,605,8.0,6,32,64.8,39,4.8,37.8,86.4,6.9,182,5.7,1034,8,2,9,
WoodDa02,Danny Woodhead,RB,2014,29,SDG,NFL,RB,3,0,15,38,0,2,33.3,13,2.5,12.7,5.0,6,5,34,6.8,0,4,83.3,14,1.7,11.3,83.3,5.7,20,3.6,72,0,0,1,
WoodDa02,Danny Woodhead,RB,2015,30,SDG,NFL,RB,16,2,98,336,3,21,43.9,27,3.4,21.0,6.1,106,80,755,9.4,6,39,49.1,61,5.0,47.2,75.5,7.1,178,6.1,1091,9,0,7,
WoodDa02,Danny Woodhead,RB,2016,31,SDG,NFL,RB,2,1,19,116,0,6,57.9,23,6.1,58.0,9.5,8,6,35,5.8,1,2,37.5,12,3.0,17.5,75.0,4.4,25,6.0,151,1,0,1,
WoodDa02,Danny Woodhead,RB,2017,32,BAL,NFL,RB,8,0,14,56,0,2,28.6,10,4.0,7.0,1.8,39,33,200,6.1,0,9,51.3,22,4.1,25.0,84.6,5.1,47,5.4,256,0,0,2,
