player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rec_air_yds,rec_air_yds_per_rec,rec_yac,rec_yac_per_rec,rec_adot,rec_broken_tackles,rec_drops,rec_drop_pct,rec_target_int,rec_pass_rating,rush_att,rush_yds,rush_first_down,rush_yds_before_contact,rush_yds_bc_per_rush,rush_yac,rush_yac_per_rush,rush_broken_tackles,awards
ThieAd00,Adam Thielen,WR,2019,29,MIN,NFL,WR,2,1,16,12,179,9,152,12.7,27,2.3,11.9,0,1,6.3,1,85.2,1,3,0,1,1.0,2,2.0,0,
ThieAd00,Adam Thielen,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ThieAd00,Adam Thielen,WR,2022,32,MIN,NFL,WR,1,1,4,3,50,3,45,15.0,5,1.7,18.0,0,0,0.0,0,116.7,0,0,0,0,,0,,0,
