player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,targets,rec,rec_yds,rec_td,rec_first_down,rec_success,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
MajkDo00,Don Majkowski,QB,1987,23,GNB,NFL,QB,7,5,15,127,0,6,40.0,33,8.5,18.1,2.1,0,0,0,0,0,,0.0,0.0,,,15,8.5,127,0,5,
MajkDo00,Don Majkowski,QB,1988,24,GNB,NFL,QB,13,9,47,225,1,15,40.4,24,4.8,17.3,3.6,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,47,4.8,225,1,8,
MajkDo00,Don Majkowski,QB,1989,25,GNB,NFL,QB,16,16,75,358,5,22,48.0,20,4.8,22.4,4.7,0,0,0,0,0,,0.0,0.0,,,75,4.8,358,5,15,"PB,AP-2,AP MVP-2,AP OPoY-3"
MajkDo00,Don Majkowski,QB,1990,26,GNB,NFL,QB,9,8,29,186,1,8,55.2,24,6.4,20.7,3.2,0,0,0,0,0,,0.0,0.0,,,29,6.4,186,1,6,
MajkDo00,Don Majkowski,QB,1991,27,GNB,NFL,QB,9,8,25,108,2,9,48.0,15,4.3,12.0,2.8,0,0,0,0,0,,0.0,0.0,,,25,4.3,108,2,10,
MajkDo00,Don Majkowski,QB,1992,28,GNB,NFL,QB,14,3,8,33,0,1,50.0,8,4.1,2.4,0.6,0,0,0,0,0,,0.0,0.0,,,8,4.1,33,0,4,
MajkDo00,Don Majkowski,QB,1993,29,IND,NFL,QB,3,0,2,4,0,0,50.0,4,2.0,1.3,0.7,0,0,0,0,0,,0.0,0.0,,,2,2.0,4,0,1,
MajkDo00,Don Majkowski,QB,1994,30,IND,NFL,QB,9,6,24,34,3,6,29.2,10,1.4,3.8,2.7,0,0,0,0,0,,0.0,0.0,,,24,1.4,34,3,5,
MajkDo00,Don Majkowski,QB,1995,31,DET,NFL,QB,5,0,9,1,0,1,22.2,4,0.1,0.2,1.8,0,0,0,0,0,,0.0,0.0,,,9,0.1,1,0,0,
MajkDo00,Don Majkowski,QB,1996,32,DET,NFL,QB,5,2,14,38,0,3,35.7,12,2.7,7.6,2.8,0,0,0,0,0,,0.0,0.0,,,14,2.7,38,0,5,
