player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
OwenTe00,Terrell Owens,WR,1996,23,SFO,NFL,WR,2,2,9,1,7,7.0,0,0,11.1,7,0.5,3.5,11.1,0.8,0,0,0,0,0.0,0.0,1,7.0,7,0,0,
OwenTe00,Terrell Owens,WR,1997,24,SFO,NFL,WR,2,2,13,10,149,14.9,1,6,61.5,48,5.0,74.5,76.9,11.5,0,0,0,0,0.0,0.0,10,14.9,149,1,0,
OwenTe00,Terrell Owens,WR,1998,25,SFO,NFL,WR,2,2,18,11,146,13.3,1,5,44.4,34,5.5,73.0,61.1,8.1,0,0,0,0,0.0,0.0,11,13.3,146,1,2,
OwenTe00,Terrell Owens,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OwenTe00,Terrell Owens,WR,2001,28,SFO,NFL,WR,1,1,9,4,40,10.0,0,2,33.3,16,4.0,40.0,44.4,4.4,0,0,0,0,0.0,0.0,4,10.0,40,0,0,
OwenTe00,Terrell Owens,WR,2002,29,SFO,NFL,WR,2,2,21,13,212,16.3,2,12,52.4,76,6.5,106.0,61.9,10.1,0,0,0,0,0.0,0.0,13,16.3,212,2,0,
OwenTe00,Terrell Owens,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OwenTe00,Terrell Owens,WR,2004,31,PHI,NFL,WR,1,1,14,9,122,13.6,0,5,64.3,36,9.0,122.0,64.3,8.7,0,0,0,0,0.0,0.0,9,13.6,122,0,0,
OwenTe00,Terrell Owens,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OwenTe00,Terrell Owens,WR,2006,33,DAL,NFL,WR,1,1,7,2,26,13.0,0,2,28.6,14,2.0,26.0,28.6,3.7,0,0,0,0,0.0,0.0,2,13.0,26,0,0,
OwenTe00,Terrell Owens,WR,2007,34,DAL,NFL,WR,1,1,10,4,49,12.3,1,4,40.0,20,4.0,49.0,40.0,4.9,0,0,0,0,0.0,0.0,4,12.3,49,1,0,
