player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,rec,rec_yds,rec_td,rec_first_down,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
KramTo00,Tommy Kramer,QB,1982,27,MIN,NFL,QB,2,2,9,13,0,1,22.2,8,1.4,6.5,4.5,0,0,0,0,0.0,0.0,9,1.4,13,0,2,
KramTo00,Tommy Kramer,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KramTo00,Tommy Kramer,QB,1987,32,MIN,NFL,QB,1,1,2,5,0,0,50.0,6,2.5,5.0,2.0,0,0,0,0,0.0,0.0,2,2.5,5,0,2,
