player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
BarbMi01,Mike Barber,TE,1978,25,HOU,NFL,TE,3,3,13,9,195,21.7,2,9,69.2,55,3.0,65.0,69.2,15.0,0,0,0,0,0.0,0.0,9,21.7,195,2,0,
BarbMi01,Mike Barber,TE,1979,26,HOU,NFL,TE,3,3,11,3,51,17.0,0,2,27.3,31,1.0,17.0,27.3,4.6,0,0,0,0,0.0,0.0,3,17.0,51,0,0,
BarbMi01,Mike Barber,TE,1980,27,HOU,NFL,TE,1,1,6,4,83,20.8,0,2,33.3,33,4.0,83.0,66.7,13.8,0,0,0,0,0.0,0.0,4,20.8,83,0,0,
BarbMi01,Mike Barber,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarbMi01,Mike Barber,TE,1983,30,RAM,NFL,TE,2,2,7,5,62,12.4,0,5,71.4,18,2.5,31.0,71.4,8.9,0,0,0,0,0.0,0.0,5,12.4,62,0,0,
BarbMi01,Mike Barber,TE,1984,31,RAM,NFL,TE,1,0,3,3,31,10.3,0,1,66.7,16,3.0,31.0,100.0,10.3,0,0,0,0,0.0,0.0,3,10.3,31,0,0,
