player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_g,pass_rating,qbr,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
MarsBr00,Brandon Marshall,WR,2007,23,DEN,NFL,WR,16,16,0,0,,0,0,,0,,0,,,0.0,,0.3,2,9,100.00,-4.50,-4.50,0,0,
MarsBr00,Brandon Marshall,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MarsBr00,Brandon Marshall,WR,2010,26,MIA,NFL,WR,14,14,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0.00,0.0,39.6,0.9,0,0,0.00,0.00,0.00,0,0,
