player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,punt_ret,punt_ret_yds,punt_ret_td,punt_ret_long,punt_ret_yds_per_ret,kick_ret,kick_ret_yds,kick_ret_td,kick_ret_long,kick_ret_yds_per_ret,all_purpose_yds,awards
McCaKe00,Keenan McCardell,WR,1995,25,CLE,NFL,WR,16,5,13,93,0,17,7.2,9,161,0,28,17.9,963,
McCaKe00,Keenan McCardell,WR,1996,26,JAX,NFL,WR,16,15,1,2,0,2,2.0,0,0,0,0,,1131,PB
McCaKe00,Keenan McCardell,WR,,,,,,,,,,,,,,,,,,,
McCaKe00,Keenan McCardell,WR,1998,28,JAX,NFL,WR,15,15,0,0,0,0,,1,15,0,15,15.0,907,
McCaKe00,Keenan McCardell,WR,1999,29,JAX,NFL,WR,16,15,6,41,0,19,6.8,2,19,0,10,9.5,951,
McCaKe00,Keenan McCardell,WR,2000,30,JAX,NFL,WR,16,16,3,25,0,22,8.3,0,0,0,0,,1236,
McCaKe00,Keenan McCardell,WR,,,,,,,,,,,,,,,,,,,
McCaKe00,Keenan McCardell,WR,2005,35,SDG,NFL,WR,16,16,3,31,0,14,10.3,0,0,0,0,,954,
McCaKe00,Keenan McCardell,WR,2006,36,SDG,NFL,WR,14,11,5,39,0,12,7.8,0,0,0,0,,484,
McCaKe00,Keenan McCardell,WR,2007,37,WAS,NFL,WR,10,1,4,19,0,9,4.8,0,0,0,0,,275,
