player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
McCaKe00,Keenan McCardell,WR,1994,24,CLE,NFL,WR,2,0,6,3,47,15.7,1,2,50.0,21,1.5,23.5,50.0,7.8,0,0,0,0,0.0,0.0,3,15.7,47,1,0,
McCaKe00,Keenan McCardell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCaKe00,Keenan McCardell,WR,1996,26,JAX,NFL,WR,3,3,22,15,197,13.1,1,12,59.1,31,5.0,65.7,68.2,9.0,0,0,0,0,0.0,0.0,15,13.1,197,1,0,
McCaKe00,Keenan McCardell,WR,1997,27,JAX,NFL,WR,1,1,11,6,55,9.2,0,2,36.4,20,6.0,55.0,54.5,5.0,0,0,0,0,0.0,0.0,6,9.2,55,0,0,
McCaKe00,Keenan McCardell,WR,1998,28,JAX,NFL,WR,2,2,21,10,104,10.4,1,9,47.6,19,5.0,52.0,47.6,5.0,0,0,0,0,0.0,0.0,10,10.4,104,1,0,
McCaKe00,Keenan McCardell,WR,1999,29,JAX,NFL,WR,2,2,16,10,119,11.9,0,7,56.3,18,5.0,59.5,62.5,7.4,0,0,0,0,0.0,0.0,10,11.9,119,0,0,
McCaKe00,Keenan McCardell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCaKe00,Keenan McCardell,WR,2002,32,TAM,NFL,WR,3,3,13,7,50,7.1,2,3,53.8,11,2.3,16.7,53.8,3.8,0,0,0,0,0.0,0.0,7,7.1,50,2,0,
McCaKe00,Keenan McCardell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCaKe00,Keenan McCardell,WR,2004,34,SDG,NFL,WR,1,1,6,4,50,12.5,1,1,33.3,26,4.0,50.0,66.7,8.3,0,0,0,0,0.0,0.0,4,12.5,50,1,0,
McCaKe00,Keenan McCardell,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McCaKe00,Keenan McCardell,WR,2006,36,SDG,NFL,WR,1,0,,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,0.0,0.0,0,,0,0,0,
McCaKe00,Keenan McCardell,WR,2007,37,WAS,NFL,WR,1,0,,0,0,,0,0,,,0.0,0.0,,,0,0,0,0,0.0,0.0,0,,0,0,0,
