player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,def_int,def_int_yds,def_int_td,def_int_long,pass_defended,fumbles_forced,fumbles,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,sacks,tackles_combined,tackles_solo,tackles_assists,tackles_loss,safety_md,awards
LintJo00,Jonathan Linton,RB,1998,24,BUF,NFL,RB,14,0,0,0,0,0,,1,0,1,0,0,0.0,0,0,0,,0,
LintJo00,Jonathan Linton,RB,1999,25,BUF,NFL,RB,16,2,0,0,0,0,0,0,4,1,0,0,0.0,1,1,0,0,0,
LintJo00,Jonathan Linton,RB,2000,26,BUF,NFL,RB,14,2,0,0,0,0,0,0,3,1,0,0,0.0,4,4,0,0,0,
