player_id,player_name,position,year,team,level,pos,voters
JohnAn02,Andre Johnson,WR,2006,2nd Tm,,WR,Associated Press
JohnAn02,Andre Johnson,WR,2008,1st Tm,All-Conf.,WR,Pro Football Writers
JohnAn02,Andre Johnson,WR,2008,1st Tm,,WR,Associated Press
JohnAn02,Andre Johnson,WR,2008,1st Tm,,,Pro Football Writers
JohnAn02,Andre Johnson,WR,2008,1st Tm,,,Sporting News
JohnAn02,Andre Johnson,WR,2009,1st Tm,All-Conf.,WR,Pro Football Writers
JohnAn02,Andre Johnson,WR,2009,1st Tm,,WR,Associated Press
JohnAn02,Andre Johnson,WR,2009,1st Tm,,,Pro Football Writers
JohnAn02,Andre Johnson,WR,2009,2nd Tm,,WR,Pro Football Focus
JohnAn02,Andre Johnson,WR,2009,1st Tm,,,Sporting News
JohnAn02,Andre Johnson,WR,2010,1st Tm,All-Conf.,WR,Pro Football Writers
JohnAn02,Andre Johnson,WR,2010,1st Tm,,WR,Pro Football Focus
JohnAn02,Andre Johnson,WR,2010,1st Tm,,WR,Sporting News
JohnAn02,Andre Johnson,WR,2012,1st Tm,All-Conf.,WR,Pro Football Writers
JohnAn02,Andre Johnson,WR,2012,2nd Tm,,WR,Associated Press
JohnAn02,Andre Johnson,WR,2012,1st Tm,,WR,Pro Football Focus
JohnAn02,Andre Johnson,WR,2013,2nd Tm,,WR,Pro Football Focus
