player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_first_down,rush_att,rush_yds,rush_first_down,awards
RodgRi00,Richard Rodgers,TE,2018,26,PHI,NFL,TE,2,0,0,0,0,0,0,0,0,
RodgRi00,Richard Rodgers,TE,2019,27,PHI,NFL,TE,1,0,,0,0,0,0,0,0,
RodgRi00,Richard Rodgers,TE,,,,,,,,,,,,,,,
RodgRi00,Richard Rodgers,TE,2021,29,PHI,NFL,TE,1,0,,0,0,0,0,0,0,
