player_id,player_name,position,year,team,level,pos,voters
WelkWe00,Wes Welker,WR,2007,2nd Tm,,WR,Associated Press
WelkWe00,Wes Welker,WR,2008,1st Tm,All-Conf.,WR,Pro Football Writers
WelkWe00,Wes Welker,WR,2008,2nd Tm,,WR,Associated Press
WelkWe00,Wes Welker,WR,2009,1st Tm,All-Conf.,WR,Pro Football Writers
WelkWe00,Wes Welker,WR,2009,1st Tm,,WR,Associated Press
WelkWe00,Wes Welker,WR,2009,1st Tm,,,Pro Football Writers
WelkWe00,Wes Welker,WR,2011,1st Tm,All-Conf.,WR,Pro Football Writers
WelkWe00,Wes Welker,WR,2011,1st Tm,,WR,Associated Press
WelkWe00,Wes Welker,WR,2011,1st Tm,,WR,Pro Football Writers
WelkWe00,Wes Welker,WR,2011,1st Tm,,WR,Pro Football Focus
WelkWe00,Wes Welker,WR,2011,1st Tm,,WR,Sporting News
