player_id,player_name,position,year_id,age,team,pos,uniform_number,g,gs,offense,off_pct,defense,def_pct,special_teams,st_pct
RiddDe00,Desmond Ridder,QB,2022,23,ATL,QB,4,4,4,271,99%,0,0%,0,0%
RiddDe00,Desmond Ridder,QB,2023,24,ATL,QB,9,15,13,850,85%,0,0%,0,0%
RiddDe00,Desmond Ridder,QB,2024,25,LVR,QB,,6,1,132,35%,0,0%,0,0%
