player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,rush_att,rush_yds,rush_td,rush_long,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,rec,rec_yds,rec_td,rec_per_g,rec_yds_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,awards
StabKe00,Ken Stabler,QB,1972,27,OAK,NFL,QB,1,0,1,30,1,30,30.0,30.0,1.0,0,0,0,0.0,0.0,1,30.0,30,1,2,
StabKe00,Ken Stabler,QB,,,,,,,,,,,,,,,,,,,,,,,,,
StabKe00,Ken Stabler,QB,1974,29,OAK,NFL,QB,2,2,4,7,0,6,1.8,3.5,2.0,0,0,0,0.0,0.0,4,1.8,7,0,0,
StabKe00,Ken Stabler,QB,1975,30,OAK,NFL,QB,2,2,2,-4,0,-2,-2.0,-2.0,1.0,0,0,0,0.0,0.0,2,-2.0,-4,0,0,
StabKe00,Ken Stabler,QB,1976,31,OAK,NFL,QB,3,3,1,1,1,1,1.0,0.3,0.3,0,0,0,0.0,0.0,1,1.0,1,1,0,
