player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,targets,rec,rec_yds,rec_yds_per_rec,rec_td,rec_first_down,rec_success,rec_long,rec_per_g,rec_yds_per_g,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_td,rush_first_down,rush_success,rush_yds_per_att,rush_yds_per_g,rush_att_per_g,touches,yds_per_touch,yds_from_scrimmage,rush_receive_td,fumbles,av,awards
StreTa00,Tai Streets,WR,1999,22,SFO,NFL,WR,2,0,3,2,25,12.5,0,2,66.7,14,1.0,12.5,66.7,8.3,0,0,0,0,,,0.0,0.0,2,12.5,25,0,0,0,
StreTa00,Tai Streets,WR,2000,23,SFO,NFL,WR,15,1,41,19,287,15.1,0,10,41.5,39,1.3,19.1,46.3,7.0,1,0,0,1,0.0,0.0,0.0,0.1,20,14.4,287,0,1,3,
StreTa00,Tai Streets,WR,2001,24,SFO,NFL,WR,16,3,53,28,345,12.3,1,20,41.5,52,1.8,21.6,52.8,6.5,0,0,0,0,,,0.0,0.0,28,12.3,345,1,0,5,
StreTa00,Tai Streets,WR,2002,25,SFO,NFL,WR,16,14,109,72,756,10.5,5,46,51.4,47,4.5,47.3,66.1,6.9,0,0,0,0,,,0.0,0.0,72,10.5,756,5,1,8,
StreTa00,Tai Streets,WR,2003,26,SFO,NFL,WR,16,16,85,47,595,12.7,7,30,48.2,41,2.9,37.2,55.3,7.0,0,0,0,0,,,0.0,0.0,47,12.7,595,7,0,7,
StreTa00,Tai Streets,WR,2004,27,DET,NFL,WR,13,12,56,28,260,9.3,1,13,35.7,22,2.2,20.0,50.0,4.6,0,0,0,0,,,0.0,0.0,28,9.3,260,1,0,2,
