player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,pass_cmp,pass_att,pass_target_yds,pass_tgt_yds_per_att,pass_air_yds,pass_air_yds_per_cmp,pass_air_yds_per_att,pass_yac,pass_yac_per_cmp,pass_batted_passes,pass_throwaways,pass_spikes,pass_drops,pass_drop_pct,pass_poor_throws,pass_poor_throw_pct,pass_on_target,pass_on_target_pct,pocket_time,pass_blitzed,pass_hurried,pass_hits,pass_pressured,pass_pressured_pct,rush_scrambles,rush_scrambles_yds_per_att,pass_rpo,pass_rpo_yds,pass_rpo_pass_att,pass_rpo_pass_yds,pass_rpo_rush_att,pass_rpo_rush_yds,pass_play_action,pass_play_action_pass_yds,awards
GrifRo01,Robert Griffin III,QB,2018,28,BAL,NFL,QB,3,0,2,6,72,12.0,-5,-2.5,-0.8,26,13.0,0,1,0,0,0.0,2,40.0,,,2.3,4,1,0,1,16.7,0,,,,,,,,,,
GrifRo01,Robert Griffin III,QB,2019,29,BAL,NFL,QB,7,1,23,38,282,7.4,141,6.1,3.7,84,3.7,2,1,0,0,0.0,6,16.2,27,73.0,2.5,24,0,4,9,20.5,1,16.0,15,69,8,42,6,27,10,42,
GrifRo01,Robert Griffin III,QB,2020,30,BAL,NFL,QB,4,1,8,14,123,8.8,8,1.0,0.6,34,4.3,0,0,0,0,0.0,4,28.6,8,57.1,2.1,7,0,3,6,35.3,0,,4,48,0,0,4,48,4,8,
