player_id,player_name,position,year_id,age,team_name_abbr,comp_name_abbr,pos,games,games_started,qb_rec,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_td,pass_td_pct,pass_int,pass_int_pct,pass_first_down,pass_success,pass_long,pass_yds_per_att,pass_adj_yds_per_att,pass_yds_per_cmp,pass_yds_per_g,pass_rating,pass_sacked,pass_sacked_yds,pass_sacked_pct,pass_net_yds_per_att,pass_adj_net_yds_per_att,comebacks,gwd,awards
RodgAa00,Aaron Rodgers,QB,2007,24,GNB,NFL,QB,1,0,,0,0,,0,0,,0,,0,,,,,,0.0,,0,0,,,,0,0,
RodgAa00,Aaron Rodgers,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RodgAa00,Aaron Rodgers,QB,2009,26,GNB,NFL,QB,1,1,0-1-0,28,42,66.7,423,4,9.5,1,2.4,16,53.2,44,10.1,10.90,15.1,423.0,121.4,5,19,10.64,8.60,9.34,0,0,
RodgAa00,Aaron Rodgers,QB,2010,27,GNB,NFL,QB,4,4,4-0-0,90,132,68.2,1094,9,6.8,2,1.5,53,53.6,38,8.3,8.97,12.2,273.5,109.8,8,53,5.71,7.44,8.08,0,0,SB MVP
RodgAa00,Aaron Rodgers,QB,2011,28,GNB,NFL,QB,1,1,0-1-0,26,46,56.5,264,2,4.3,1,2.2,15,44.0,21,5.7,5.63,10.2,264.0,78.5,4,23,8.00,4.82,4.72,0,0,
RodgAa00,Aaron Rodgers,QB,2012,29,GNB,NFL,QB,2,2,1-1-0,49,72,68.1,531,3,4.2,1,1.4,27,50.0,44,7.4,7.58,10.8,265.5,97.6,4,33,5.26,6.55,6.75,0,0,
RodgAa00,Aaron Rodgers,QB,2013,30,GNB,NFL,QB,1,1,0-1-0,17,26,65.4,177,1,3.8,0,0.0,8,53.3,26,6.8,7.58,10.4,177.0,97.8,4,20,13.33,5.23,5.90,0,0,
RodgAa00,Aaron Rodgers,QB,2014,31,GNB,NFL,QB,2,2,1-1-0,43,69,62.3,494,4,5.8,2,2.9,27,46.5,46,7.2,7.01,11.5,247.0,91.1,2,17,2.82,6.72,6.58,1,1,
RodgAa00,Aaron Rodgers,QB,2015,32,GNB,NFL,QB,2,2,1-1-0,45,80,56.3,471,4,5.0,1,1.3,23,43.9,60,5.9,6.33,10.5,235.5,84.9,2,15,2.44,5.56,5.99,0,0,
RodgAa00,Aaron Rodgers,QB,2016,33,GNB,NFL,QB,3,3,2-1-0,80,128,62.5,1004,9,7.0,2,1.6,53,49.3,42,7.8,8.55,12.6,334.7,103.8,10,79,7.25,6.70,7.36,0,1,
RodgAa00,Aaron Rodgers,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RodgAa00,Aaron Rodgers,QB,2019,36,GNB,NFL,QB,2,2,1-1-0,47,66,71.2,569,4,6.1,2,3.0,28,47.9,65,8.6,8.47,12.1,284.5,104.9,5,38,7.04,7.48,7.34,0,0,
RodgAa00,Aaron Rodgers,QB,2020,37,GNB,NFL,QB,2,2,1-1-0,56,84,66.7,642,5,6.0,1,1.2,34,56.2,58,7.6,8.30,11.5,321.0,104.4,5,32,5.62,6.85,7.47,0,0,
RodgAa00,Aaron Rodgers,QB,2021,38,GNB,NFL,QB,1,1,0-1-0,20,29,69.0,225,0,0.0,0,0.0,8,35.3,75,7.8,7.76,11.3,225.0,91.9,5,29,14.71,5.76,5.76,0,0,
